Turboveg releve number,Field releve number,Modified releve number for plot map,Date (year/month/day),Year plot surveyed,Dataset,Surveyed by (PI of project),lat,lon,System for plant community name,Plant community name,Habitat Type,Number of species,Ancillary data available,Cover abundance scale,image_url1,image_url2,image_url3
11921,GAAR_T106_04_2008,GAAR_T106_04_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.06314722,-153.7218472,,Carex aquatilis-Salix planifolia ssp. pulchra,"Birch, willow, juniper, stands on warm south-facing slopes (Unit 27 in Cooper 1986)",,"plot map, soil descriptions a few select plots",Percent,,,
11922,GAAR_T106_05_2008,GAAR_T106_05_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.06183889,-153.7155694,,Carex aquatilis-Salix planifolia ssp. pulchra,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11923,GAAR_T106_06_2008,GAAR_T106_06_2008,20080803,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,68.06203525,-153.710446,,Arctophila fulva-Hippuris vulgaris,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11924,GAAR_T108_01_2008,GAAR_T108_01_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87088056,-150.8731028,,Populus balsamifera-Picea glauca-Salix alaxensis,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11925,GAAR_T108_03_2008,GAAR_T108_03_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.86989611,-150.8774484,,Salix alaxensis-Epilobium latifolium,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11926,GAAR_T108_04_2008,GAAR_T108_04_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.868478,-150.872922,,Salix alaxensis-Epilobium latifolium,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11927,GAAR_T108_05_2008,GAAR_T108_05_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.863697,-150.870967,,Salix alaxensis-Aster sibiricus,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11928,GAAR_T108_06_2008,GAAR_T108_06_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.865694,-150.868297,,Populus balsamifera-Picea glauca-Salix alaxensis,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11929,GAAR_T108_07_2008,GAAR_T108_07_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.865472,-150.866117,,Populus balsamifera-Picea glauca-Salix alaxensis,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11930,GAAR_T108_08_2008,GAAR_T108_08_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.866503,-150.862556,,Carex aquatilis-Salix planifolia ssp. pulchra,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11931,GAAR_T108_09_2008,GAAR_T108_09_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.867906,-150.862447,,Picea glauca-Salix lanata ssp. richardsonii-Moneses uniflora,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11932,GAAR_T108_10_2008,GAAR_T108_10_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.869822,-150.860389,,Picea glauca-Alnus crispa-Calamagrostis canadensis,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11933,GAAR_T108_11_2008,GAAR_T108_11_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.866506,-150.880189,,Populus balsamifera-Picea glauca-Salix alaxensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11934,GAAR_T108_12_2008,GAAR_T108_12_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.866483,-150.8838,,Picea glauca-Salix lanata ssp. richardsonii-Moneses uniflora,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11935,GAAR_T108_13_2008,GAAR_T108_13_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.866481,-150.882117,,Picea glauca-Salix lanata ssp. richardsonii-Moneses uniflora,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11936,GAAR_T109_01_2008,GAAR_T109_01_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87070278,-150.8901361,,Betula nana-Ledum decumbens,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11937,GAAR_T109_02_2008,GAAR_T109_02_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87169722,-150.8937528,,Picea glauca-Ledum decumbens,"Dry non-acidic coastal tundra (Dryas integrifolia, Salix rotundifolia, Ochrolechia frigida)",,"plot map, soil descriptions a few select plots",Percent,,,
11938,GAAR_T109_03_2008,GAAR_T109_03_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87513611,-150.8970611,,Betula nana-Eriophorum vaginatum,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11939,GAAR_T109_04_2008,GAAR_T109_04_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87558611,-150.9022611,,Alnus crispa-Calamagrostis canadensis,9.5,,"plot map, soil descriptions a few select plots",Percent,,,
11940,GAAR_T109_05_2008,GAAR_T109_05_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87477778,-150.908775,,Alnus crispa-Salix lanata ssp. richardsonii,Aquatic grass marshes (Arctophila fulva),,"plot map, soil descriptions a few select plots",Percent,,,
11941,GAAR_T109_06_2008,GAAR_T109_06_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87423889,-150.919425,,Dryas integrifolia-Carex scirpoidea-Silene acaulis,"Dry dwarf birch shrub tundra (Betula nana, Dryas octopetala)",,"plot map, soil descriptions a few select plots",Percent,,,
11942,GAAR_T109_07_2008,GAAR_T109_07_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87209722,-150.9279111,,Cassiope tetragona-Dryas octopetala-Polygonum bistorta,"Dry acidic tundra (Dryas octopetala, Dryas alaskana)",,"plot map, soil descriptions a few select plots",Percent,,,
11943,GAAR_T109_08_2008,GAAR_T109_08_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.87191111,-150.9290722,,Salix arctica-Minuartia arctica,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11944,GAAR_T110_01_2008,GAAR_T110_01_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.866033,-150.859647,,Picea glauca-Salix reticulata-Carex scirpoidea,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11945,GAAR_T110_02_2008,GAAR_T110_02_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.866461,-150.857231,,Salix planifolia ssp. pulchra-Betula nana-Polygonum bistorta,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11946,GAAR_T110_03_2008,GAAR_T110_03_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.865319,-150.853753,,Alnus crispa-Rubus arcticus,"Dry dwarf birch shrub tundra (Betula nana, Dryas octopetala)",,"plot map, soil descriptions a few select plots",Percent,,,
11947,GAAR_T110_04_2008,GAAR_T110_04_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.86525,-150.846597,,Betula nana-Ledum decumbens,Moist to wet acidic tussock and nontussock (Eriophorum vaginatum-Carex bigelowii-Sphagnum-Hylocomium) tundra,,"plot map, soil descriptions a few select plots",Percent,,,
11948,GAAR_T110_05_2008,GAAR_T110_05_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.866014,-150.838772,,Betula nana-Vaccinium vitis-idaea-Dryas octopetala,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11949,GAAR_T112_01_2008,GAAR_T112_01_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.12953056,-150.8894222,,Water,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11950,GAAR_T112_02_2008,GAAR_T112_02_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.12971111,-150.8903639,,Salix alaxensis-Epilobium latifolium,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11951,GAAR_T112_03_2008,GAAR_T112_03_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.12911944,-150.8928917,,Salix alaxensis-Aster sibiricus,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11952,GAAR_T112_04_2008,GAAR_T112_04_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.12933611,-150.8938222,,Salix alaxensis-Aster sibiricus,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11953,GAAR_T112_05_2008,GAAR_T112_05_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.12995,-150.8910722,,Populus balsamifera-Picea glauca-Salix alaxensis,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11954,GAAR_T112_06_2008,GAAR_T112_06_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13078611,-150.8908778,,Populus balsamifera-Picea glauca-Salix alaxensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11955,GAAR_T112_07_2008,GAAR_T112_07_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13174444,-150.8910222,,Populus balsamifera-Picea glauca-Salix alaxensis,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11956,GAAR_T112_08_2008,GAAR_T112_08_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13261389,-150.8913417,,Salix planifolia ssp. pulchra-Potentilla palustris,"Dry dwarf birch shrub tundra (Betula nana, Dryas octopetala)",,"plot map, soil descriptions a few select plots",Percent,,,
11957,GAAR_T112_09_2008,GAAR_T112_09_2008,20080807,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13560556,-150.8846,,Picea mariana-Ledum decumbens,"Aquatic forb marshes (Hippuris, Sparganium, Menyanthes, Utricularia, Ranunculus, Nuphar communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11958,GAAR_T113_01_2008,GAAR_T113_01_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13289444,-150.9040417,,Andromeda polifolia-Sphagnum sp.,Saxicolous lichen communities on silicate rocks,,"plot map, soil descriptions a few select plots",Percent,,,
11959,GAAR_T113_02_2008,GAAR_T113_02_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13265833,-150.9038222,,Andromeda polifolia-Sphagnum sp.,Shallow acidic snowbeds (Cassiope-Carex microchaeta-Hylocomium communities),,"plot map, soil descriptions a few select plots",Percent,,,
11960,GAAR_T113_03_2008,GAAR_T113_03_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13400556,-150.9082944,,Andromeda polifolia-Sphagnum sp.,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11961,GAAR_T113_04_2008,GAAR_T113_04_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13488333,-150.91215,,Betula nana-Eriophorum vaginatum,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11962,GAAR_T113_05_2008,GAAR_T113_05_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13518333,-150.9141139,,Nuphar polysepala-Sparganium sp.,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11963,GAAR_T113_06_2008,GAAR_T113_06_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13518056,-150.9136472,,Menyanthes trifoliata-Potentilla palustris,Alder communities,,"plot map, soil descriptions a few select plots",Percent,,,
11964,GAAR_T113_07_2008,GAAR_T113_07_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13469722,-150.9130917,,Andromeda polifolia-Sphagnum sp.,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
11965,GAAR_T113_08_2008,GAAR_T113_08_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13625,-150.9106528,,Carex aquatilis-Salix planifolia ssp. pulchra,"Wet nonacidic tundra (Carex spp., Eriophorum spp.-Amblystegiaceae communities)",,"plot map, soil descriptions a few select plots",Percent,,,
11966,GAAR_T113_09_2008,GAAR_T113_09_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13702778,-150.9104111,,Carex aquatilis-Salix planifolia ssp. pulchra,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11967,GAAR_T113_10_2008,GAAR_T113_10_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13766944,-150.9053722,,equsyl-leddec-betgla-carbig-cerpur,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11968,GAAR_T113_11_2008,GAAR_T113_11_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13665833,-150.9015972,,Picea mariana-Ledum decumbens,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11969,GAAR_T113_12_2008,GAAR_T113_12_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13769444,-150.8949583,,water-Potamogeton sp.,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11970,GAAR_T113_13_2008,GAAR_T113_13_2008,20080808,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13757222,-150.8958306,,Calamagrostis canadensis-Potentilla palustris,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11971,GAAR_T114_02_2008,GAAR_T114_02_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.12971389,-150.8515222,,Salix alaxensis-Epilobium latifolium,"Dwarf birch willow tundra (Betula nana, Salix pulchra, Eriophorum angustifolium)",,"plot map, soil descriptions a few select plots",Percent,,,
11972,GAAR_T114_03_2008,GAAR_T114_03_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13110833,-150.8528417,,Salix alaxensis-Epilobium latifolium,"Moist to wet grassy meadows with Calamagrostis canadensis, Polemonium acutiflorum, Potentilla palustris",,"plot map, soil descriptions a few select plots",Percent,,,
11973,GAAR_T114_04_2008,GAAR_T114_04_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13093056,-150.8521139,,Populus balsamifera-Picea glauca-Salix alaxensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11974,GAAR_T114_05_2008,GAAR_T114_05_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13097778,-150.8510806,,Populus balsamifera-Picea glauca-Salix alaxensis,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11975,GAAR_T114_06_2008,GAAR_T114_06_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13036111,-150.8448361,,Populus balsamifera-Picea glauca-Salix alaxensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11976,GAAR_T114_07_2008,GAAR_T114_07_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13272778,-150.8462556,,Picea glauca-Alnus crispa-Calamagrostis canadensis,Willow shrub vegetation of riparian areas and warm habitats (south-facing slopes),,"plot map, soil descriptions a few select plots",Percent,,,
11977,GAAR_T114_08_2008,GAAR_T114_08_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13285833,-150.8478056,,Salix planifolia ssp. pulchra-Potentilla palustris,Boreal broadleaf deciduous forest (including Populus balsamifera),,"plot map, soil descriptions a few select plots",Percent,,,
11978,GAAR_T114_09_2008,GAAR_T114_09_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13252222,-150.8483861,,Picea glauca-Alnus crispa-Calamagrostis canadensis,Boreal coniferous forest,,"plot map, soil descriptions a few select plots",Percent,,,
11979,GAAR_T114_10_2008,GAAR_T114_10_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13431111,-150.85415,,Salix planifolia ssp. pulchra-Potentilla palustris,"Moist and dry acidic dwarf-shrub and lichen heaths (Vaccinium uliginosum, Empetrum nigrum, Ledum decumbens, Spiraea beauverdiana, some Betula nana-lichen heaths)",,"plot map, soil descriptions a few select plots",Percent,,,
11980,GAAR_T114_11_2008,GAAR_T114_11_2008,20080809,2008,Arctic Network NPS (Jorgenson et al. 2009),M. Torre Jorgenson,67.13545556,-150.8560333,,Picea glauca-Alnus crispa-Calamagrostis canadensis,Wet acidic Sphagnum-rich mires (bogs),,"plot map, soil descriptions a few select plots",Percent,,,
